idea_id,family,name,hypothesis,target_problem,target_benchmark,expected_live_known_features,required_timeframe,entry_logic,exit_logic,risk_logic,why_it_might_work,why_it_might_fail,lookahead_risk,hardcoding_risk,live_known_safety,expected_pnl_impact,expected_pf_impact,expected_dd_impact,expected_stress_impact,expected_trade_count_impact,implementation_complexity,overfit_risk,data_requirement,test_priority,strategy_family,candidate_template_compatibility
IDEA_285,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 1,Using Bollinger Band outer limit reclaims with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-15.0%,7/15 PASS,-10%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_286,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 2,Using Bollinger Band outer limit reclaims with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-12.0%,8/15 PASS,-15%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_287,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 3,Using Bollinger Band outer limit reclaims with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-9.0%,9/15 PASS,-20%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_288,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 4,Using Bollinger Band outer limit reclaims with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.30,-15.0%,6/15 PASS,-25%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_289,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 5,Using Bollinger Band outer limit reclaims with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.40,-12.0%,7/15 PASS,-30%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_290,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 6,Using Bollinger Band outer limit reclaims with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.50,-9.0%,8/15 PASS,-10%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_291,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 7,Using Bollinger Band outer limit reclaims with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.60,-15.0%,9/15 PASS,-15%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_292,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 8,Using Bollinger Band outer limit reclaims with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.30,-12.0%,6/15 PASS,-20%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_293,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 9,Using Bollinger Band outer limit reclaims with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.40,-9.0%,7/15 PASS,-25%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_294,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 10,Using Bollinger Band outer limit reclaims with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.50,-15.0%,8/15 PASS,-30%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_295,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 11,Using Bollinger Band outer limit reclaims with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.60,-12.0%,9/15 PASS,-10%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_296,Range Mean Reversion Ideas,Range Mean Reversion Ideas Variant 12,Using Bollinger Band outer limit reclaims with parameter threshold index 12 filters false signals.,Volatility regimes in bear months for Range Mean Reversion Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.600.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Range Mean Reversion Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.30,-9.0%,6/15 PASS,-15%,High,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_297,Wick Rejection Ideas,Wick Rejection Ideas Variant 1,Using Hammer/shooting-star candle shape filters with parameter threshold index 1 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.050.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.40,-15.0%,7/15 PASS,-20%,Low,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_298,Wick Rejection Ideas,Wick Rejection Ideas Variant 2,Using Hammer/shooting-star candle shape filters with parameter threshold index 2 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.100.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.50,-12.0%,8/15 PASS,-25%,Medium,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_299,Wick Rejection Ideas,Wick Rejection Ideas Variant 3,Using Hammer/shooting-star candle shape filters with parameter threshold index 3 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.150.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.60,-9.0%,9/15 PASS,-30%,High,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_300,Wick Rejection Ideas,Wick Rejection Ideas Variant 4,Using Hammer/shooting-star candle shape filters with parameter threshold index 4 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.200.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.30,-15.0%,6/15 PASS,-10%,Low,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_301,Wick Rejection Ideas,Wick Rejection Ideas Variant 5,Using Hammer/shooting-star candle shape filters with parameter threshold index 5 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.250.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.40,-12.0%,7/15 PASS,-15%,Medium,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_302,Wick Rejection Ideas,Wick Rejection Ideas Variant 6,Using Hammer/shooting-star candle shape filters with parameter threshold index 6 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.300.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.50,-9.0%,8/15 PASS,-20%,High,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_303,Wick Rejection Ideas,Wick Rejection Ideas Variant 7,Using Hammer/shooting-star candle shape filters with parameter threshold index 7 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.350.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2500,1.60,-15.0%,9/15 PASS,-25%,Low,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_304,Wick Rejection Ideas,Wick Rejection Ideas Variant 8,Using Hammer/shooting-star candle shape filters with parameter threshold index 8 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.400.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$3000,1.30,-12.0%,6/15 PASS,-30%,Medium,Low,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_305,Wick Rejection Ideas,Wick Rejection Ideas Variant 9,Using Hammer/shooting-star candle shape filters with parameter threshold index 9 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.450.,Fixed stop at 1.2 ATR and take profit at 2.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1000,1.40,-9.0%,7/15 PASS,-10%,High,Medium,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
IDEA_306,Wick Rejection Ideas,Wick Rejection Ideas Variant 10,Using Hammer/shooting-star candle shape filters with parameter threshold index 10 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",1h,Enter breakout if close_1h meets threshold 0.500.,Fixed stop at 1.5 ATR and take profit at 2.5 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$1500,1.50,-15.0%,8/15 PASS,-15%,Low,High,BTCUSDT 1h,Medium,Breakout,UniversalStrategyTemplate
IDEA_307,Wick Rejection Ideas,Wick Rejection Ideas Variant 11,Using Hammer/shooting-star candle shape filters with parameter threshold index 11 filters false signals.,Volatility regimes in bear months for Wick Rejection Ideas.,Strategy #1,"close_1h, rsi_14, adx_14",15m,Enter breakout if close_1h meets threshold 0.550.,Fixed stop at 1.8 ATR and take profit at 3.0 ATR.,"Capital allocation 1.0% per trade, max 1 position.",Reduces noise during choppy periods in Wick Rejection Ideas.,Could cause high entry execution slippage.,None (uses strictly closed candles).,None (fully computed parameters).,PASS,+$2000,1.60,-12.0%,9/15 PASS,-20%,Medium,High,BTCUSDT 1h,Medium,Reversion,UniversalStrategyTemplate
